Entrez Gene ID	Gene Symbol	Gene Name
1437	CSF2	colony stimulating factor 2 (granulocyte-macrophage)
414918	FAM116B	family with sequence similarity 116, member B
285051	C2orf61	chromosome 2 open reading frame 61
221491	C6orf1	chromosome 6 open reading frame 1
54112	GPR88	G protein-coupled receptor 88
90525	SHF	Src homology 2 domain containing F
3910	LAMA4	laminin, alpha 4
221806	VWDE	von Willebrand factor D and EGF domains
100133139	RPL12P41	ribosomal protein L12 pseudogene 41
613227	HIGD1C	HIG1 hypoxia inducible domain family, member 1C
100129891	[No Symbol]	[No Name]
10500	SEMA6C	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6C
80152	CENPT	centromere protein T
25764	C15orf63	chromosome 15 open reading frame 63
5359	PLSCR1	phospholipid scramblase 1
390183	RPS4XP13	ribosomal protein S4X pseudogene 13
140689	CBLN4	cerebellin 4 precursor
7142	TNP2	transition protein 2 (during histone to protamine replacement)
6369	CCL24	chemokine (C-C motif) ligand 24
5122	PCSK1	proprotein convertase subtilisin/kexin type 1
100131656	LOC100131656	syndecan binding protein (syntenin) pseudogene
646708	LOC646708	DnaJ (Hsp40) homolog, subfamily C, member 5 pseudogene
417	ART1	ADP-ribosyltransferase 1
4188	MDFI	MyoD family inhibitor
403282	OR6C65	olfactory receptor, family 6, subfamily C, member 65
126433	FBXO27	F-box protein 27
553158	PRR5-ARHGAP8	PRR5-ARHGAP8 readthrough
51107	APH1A	anterior pharynx defective 1 homolog A (C. elegans)
7089	TLE2	transducin-like enhancer of split 2 (E(sp1) homolog, Drosophila)
7115	TMSB4XP1	thymosin beta 4, X-linked pseudogene 1
359757	MRPS17P3	mitochondrial ribosomal protein S17 pseudogene 3
3381	IBSP	integrin-binding sialoprotein
643441	LOC643441	hypothetical LOC643441
100128038	[No Symbol]	[No Name]
152831	KLB	klotho beta
283197	NCRNA00301	non-protein coding RNA 301
3158	HMGCS2	3-hydroxy-3-methylglutaryl-CoA synthase 2 (mitochondrial)
403315	FAM92A3	family with sequence similarity 92, member A3
100132242	LOC100132242	exosome component 8 pseudogene
100128641	[No Symbol]	[No Name]
116412	ZNF837	zinc finger protein 837
389174	[No Symbol]	[No Name]
130612	TMEM198	transmembrane protein 198
326337	SSXP4	SSX family pseudogene 4
1586	CYP17A1	cytochrome P450, family 17, subfamily A, polypeptide 1
10267	RAMP1	receptor (G protein-coupled) activity modifying protein 1
390054	OR52A5	olfactory receptor, family 52, subfamily A, member 5
4692	NDN	necdin homolog (mouse)
9107	MTMR6	myotubularin related protein 6
26651	OR7E19P	olfactory receptor, family 7, subfamily E, member 19 pseudogene
100128790	LOC100128790	lysophospholipase II pseudogene
56171	DNAH7	dynein, axonemal, heavy chain 7
100133315	LOC100133315	transient receptor potential cation channel, subfamily C, member 2-like
5287	PIK3C2B	phosphoinositide-3-kinase, class 2, beta polypeptide
100129876	[No Symbol]	[No Name]
728048	LOC728048	interferon induced transmembrane protein pseudogene
387748	OR56B1	olfactory receptor, family 56, subfamily B, member 1
11060	WWP2	WW domain containing E3 ubiquitin protein ligase 2
100129558	[No Symbol]	[No Name]
9783	RIMS3	regulating synaptic membrane exocytosis 3
729032	LOC729032	60S ribosomal protein L36-like
644237	GAPDHP33	glyceraldehyde 3 phosphate dehydrogenase pseudogene 33
326628	RPA2P	replication protein A2 pseudogene
8522	GAS7	growth arrest-specific 7
11214	AKAP13	A kinase (PRKA) anchor protein 13
23094	SIPA1L3	signal-induced proliferation-associated 1 like 3
4645	MYO5B	myosin VB
51524	TMEM138	transmembrane protein 138
149563	C1orf64	chromosome 1 open reading frame 64
220002	CYBASC3	cytochrome b, ascorbate dependent 3
388555	IGFL3	IGF-like family member 3
341112	LOC341112	tryptophanyl-tRNA synthetase, cytoplasmic-like
4992	OR1F1	olfactory receptor, family 1, subfamily F, member 1
3215	HOXB5	homeobox B5
100131990	LOC100131990	similar to hCG1660378
338699	ANKRD42	ankyrin repeat domain 42
7030	TFE3	transcription factor binding to IGHM enhancer 3
2199	FBLN2	fibulin 2
6262	RYR2	ryanodine receptor 2 (cardiac)
3754	KCNF1	potassium voltage-gated channel, subfamily F, member 1
23682	RAB38	RAB38, member RAS oncogene family
391462	RPSAP24	ribosomal protein SA pseudogene 24
7652	ZNF99	zinc finger protein 99
10332	CLEC4M	C-type lectin domain family 4, member M
23054	NCOA6	nuclear receptor coactivator 6
51320	MEX3C	mex-3 homolog C (C. elegans)
387129	NPSR1	neuropeptide S receptor 1
26689	OR4D1	olfactory receptor, family 4, subfamily D, member 1
643503	TARDBPP1	TAR DNA binding protein pseudogene 1
729283	[No Symbol]	[No Name]
2819	GPD1	glycerol-3-phosphate dehydrogenase 1 (soluble)
7705	ZNF146	zinc finger protein 146
51084	CRYL1	crystallin, lambda 1
375298	CERKL	ceramide kinase-like
57060	PCBP4	poly(rC) binding protein 4
441720	[No Symbol]	[No Name]
253430	IPMK	inositol polyphosphate multikinase
128718	RPS11P1	ribosomal protein S11 pseudogene 1
285415	MRPL42P1	mitochondrial ribosomal protein L42 pseudogene 1
642475	C8orf73	chromosome 8 open reading frame 73
100133259	CBX1P5	chromobox homolog 1 pseudogene 5
646255	RPL19P16	ribosomal protein L19 pseudogene 16
90990	KIFC2	kinesin family member C2
254827	NAALADL2	N-acetylated alpha-linked acidic dipeptidase-like 2
359755	MRPS15P1	mitochondrial ribosomal protein S15 pseudogene 1
22806	IKZF3	IKAROS family zinc finger 3 (Aiolos)
441160	KRT19P1	keratin 19 pseudogene 1
255308	LOC255308	eukaryotic translation initiation factor 2, subunit 3 gamma, 52kDa pseudogene
146771	TCAM1P	testicular cell adhesion molecule 1 homolog (mouse), pseudogene
100129159	[No Symbol]	[No Name]
54915	YTHDF1	YTH domain family, member 1
253820	[No Symbol]	[No Name]
63908	NAPB	N-ethylmaleimide-sensitive factor attachment protein, beta
388761	OR14A2	olfactory receptor, family 14, subfamily A, member 2
283491	OR7E156P	olfactory receptor, family 7, subfamily E, member 156 pseudogene
114785	MBD6	methyl-CpG binding domain protein 6
54453	RIN2	Ras and Rab interactor 2
7161	TP73	tumor protein p73
100127983	LOC100127983	hypothetical protein LOC100127983
441179	LOC441179	hypothetical LOC441179
55897	MESP1	mesoderm posterior 1 homolog (mouse)
54937	SOHLH2	spermatogenesis and oogenesis specific basic helix-loop-helix 2
727961	LOC727961	hCG1776047
55174	INTS10	integrator complex subunit 10
163786	SASS6	spindle assembly 6 homolog (C. elegans)
57795	FAM5B	family with sequence similarity 5, member B
220974	OR6D1P	olfactory receptor, family 6, subfamily D, member 1 pseudogene
441662	TET1P1	tet oncogene 1 pseudogene 1
284836	NCRNA00319	non-protein coding RNA 319
100132712	LOC100132712	nicotinamide phosphoribosyltransferase pseudogene
729832	LOC729832	glutathione S-transferase theta-1-like
100129352	LOC100129352	protein PAT1 homolog 1-like
8908	GYG2	glycogenin 2
11280	SCN11A	sodium channel, voltage-gated, type XI, alpha subunit
441899	LOC441899	vacuolar protein sorting 25 homolog (S. cerevisiae) pseudogene
26002	MOXD1	monooxygenase, DBH-like 1
730495	LOC730495	hypothetical protein LOC730495
114786	XKR4	XK, Kell blood group complex subunit-related family, member 4
392133	OR10AC1P	olfactory receptor, family 10, subfamily AC, member 1 pseudogene
23616	SH3BP1	SH3-domain binding protein 1
57282	SLC4A10	solute carrier family 4, sodium bicarbonate transporter, member 10
2856	GPR33	G protein-coupled receptor 33 (gene/pseudogene)
220786	CDK7PS	cyclin-dependent kinase 7 pseudogene
392266	LOC392266	17beta-hydroxysteroid dehydrogenase pseudogene
26740	OR1J2	olfactory receptor, family 1, subfamily J, member 2
255119	C4orf22	chromosome 4 open reading frame 22
128371	OR6K6	olfactory receptor, family 6, subfamily K, member 6
7554	ZNF8	zinc finger protein 8
254428	SLC41A1	solute carrier family 41, member 1
100131546	LOC100131546	endothelin-converting enzyme-like 1-like
25960	GPR124	G protein-coupled receptor 124
10590	SCGN	secretagogin, EF-hand calcium binding protein
54508	FLJ11235	hypothetical FLJ11235
100129094	LOC100129094	similar to hCG2036765
7174	TPP2	tripeptidyl peptidase II
56681	SAR1A	SAR1 homolog A (S. cerevisiae)
359739	MRPL3P1	mitochondrial ribosomal protein L3 pseudogene 1
252839	TMEM9	transmembrane protein 9
84464	SLX4	SLX4 structure-specific endonuclease subunit homolog (S. cerevisiae)
1180	CLCN1	chloride channel 1, skeletal muscle
56910	STARD7	StAR-related lipid transfer (START) domain containing 7
54052	EIF4A1P1	eukaryotic translation initiation factor 4A1 pseudogene 1
29951	PDZRN4	PDZ domain containing ring finger 4
6720	SREBF1	sterol regulatory element binding transcription factor 1
10237	SLC35B1	solute carrier family 35, member B1
643496	LOC643496	hCG1660379
10829	NPM1P18	nucleophosmin 1 (nucleolar phosphoprotein B23, numatrin) pseudogene 18
343052	LOC343052	similar to hCG1996527
112724	RDH13	retinol dehydrogenase 13 (all-trans/9-cis)
10516	FBLN5	fibulin 5
8694	DGAT1	diacylglycerol O-acyltransferase 1
730124	[No Symbol]	[No Name]
27351	PPPDE2	PPPDE peptidase domain containing 2
53842	CLDN22	claudin 22
340543	TCEAL5	transcription elongation factor A (SII)-like 5
10008	KCNE3	potassium voltage-gated channel, Isk-related family, member 3
100131012	LOC100131012	Y box binding protein 1 pseudogene
79533	OR52E3P	olfactory receptor, family 52, subfamily E, member 3 pseudogene
5588	PRKCQ	protein kinase C, theta
6339	SCNN1D	sodium channel, nonvoltage-gated 1, delta
389151	PRR23B	proline rich 23B
23576	DDAH1	dimethylarginine dimethylaminohydrolase 1
2583	B4GALNT1	beta-1,4-N-acetyl-galactosaminyl transferase 1
1187	CLCNKA	chloride channel Ka
51128	SAR1B	SAR1 homolog B (S. cerevisiae)
57226	LYRM2	LYR motif containing 2
389043	LOC389043	hypothetical LOC389043
649095	[No Symbol]	[No Name]
637	BID	BH3 interacting domain death agonist
6898	TAT	tyrosine aminotransferase
310	ANXA7	annexin A7
23063	WAPAL	wings apart-like homolog (Drosophila)
100126510	TRNAQ-CUG	transfer RNA glutamine (anticodon CUG)
647281	[No Symbol]	[No Name]
100130002	HNRNPA1P23	heterogeneous nuclear ribonucleoprotein A1 pseudogene 23
3872	KRT17	keratin 17
10846	PDE10A	phosphodiesterase 10A
100129583	FAM47E	family with sequence similarity 47, member E
158506	ZNF645	zinc finger protein 645
362	AQP5	aquaporin 5
340146	SLC35D3	solute carrier family 35, member D3
100129497	LOC100129497	chromosome 14 open reading frame 138 pseudogene
100128845	LOC100128845	CDC42 effector protein (Rho GTPase binding) 3 pseudogene
9892	SNAP91	synaptosomal-associated protein, 91kDa homolog (mouse)
320	APBA1	amyloid beta (A4) precursor protein-binding, family A, member 1
728619	ASB9P1	ankyrin repeat and SOCS box containing 9 pseudogene 1
3748	KCNC3	potassium voltage-gated channel, Shaw-related subfamily, member 3
100133156	[No Symbol]	[No Name]
134147	CMBL	carboxymethylenebutenolidase homolog (Pseudomonas)
84570	COL25A1	collagen, type XXV, alpha 1
100128695	[No Symbol]	[No Name]
643875	CNN3P1	calponin 3, acidic pseudogene 1
441239	LOC441239	hypothetical protein LOC441239
126859	AXDND1	axonemal dynein light chain domain containing 1
26232	FBXO2	F-box protein 2
27124	INPP5J	inositol polyphosphate-5-phosphatase J
285025	CCDC141	coiled-coil domain containing 141
54763	ROPN1	rhophilin associated tail protein 1
646890	LOC646890	axin interactor, dorsalization-associated protein-like
343629	[No Symbol]	[No Name]
2972	BRF1	BRF1 homolog, subunit of RNA polymerase III transcription initiation factor IIIB (S. cerevisiae)
57648	KIAA1522	KIAA1522
22990	PCNX	pecanex homolog (Drosophila)
2128	EVX1	even-skipped homeobox 1
9390	SLC22A13	solute carrier family 22 (organic anion transporter), member 13
440311	LOC440311	glioma tumor suppressor candidate region gene 2 pseudogene
91614	DEPDC7	DEP domain containing 7
2890	GRIA1	glutamate receptor, ionotropic, AMPA 1
153768	PRELID2	PRELI domain containing 2
5675	PSG6	pregnancy specific beta-1-glycoprotein 6
326593	MORF4L1P3	mortality factor 4 like 1 pseudogene 3
729029	[No Symbol]	[No Name]
10388	SYCP2	synaptonemal complex protein 2
643244	LOC643244	radixin pseudogene
653588	LOC653588	Sjogren syndrome antigen B (autoantigen La) pseudogene
391365	SULT6B1	sulfotransferase family, cytosolic, 6B, member 1
100131893	RPL3P11	ribosomal protein L3 pseudogene 11
153743	PPP1R2P3	protein phosphatase 1, regulatory (inhibitor) subunit 2 pseudogene 3
3041	HBAP1	hemoglobin, alpha pseudogene 1
645474	S100A11P3	S100 calcium binding protein A11 pseudogene 3
23203	PMPCA	peptidase (mitochondrial processing) alpha
100132796	LOC100132796	MKI67 (FHA domain) interacting nucleolar phosphoprotein pseudogene
391169	CDKN2AIPNLP1	CDKN2A interacting protein N-terminal like pseudogene 1
10847	SRCAP	Snf2-related CREBBP activator protein
5073	PARN	poly(A)-specific ribonuclease (deadenylation nuclease)
57113	TRPC7	transient receptor potential cation channel, subfamily C, member 7
54905	CYP2W1	cytochrome P450, family 2, subfamily W, polypeptide 1
646808	LOC646808	L antigen family member 3-like
65981	CAPRIN2	caprin family member 2
1010	CDH12	cadherin 12, type 2 (N-cadherin 2)
2125	EVPL	envoplakin
6092	ROBO2	roundabout, axon guidance receptor, homolog 2 (Drosophila)
319	APOF	apolipoprotein F
388965	FUNDC2P2	FUN14 domain containing 2 pseudogene 2
339559	ZNF642	zinc finger protein 642
643832	GAGE10	G antigen 10
5259	PHKBP2	phosphorylase kinase, beta pseudogene 2
6854	SYN2	synapsin II
65975	STK33	serine/threonine kinase 33
2261	FGFR3	fibroblast growth factor receptor 3
729740	[No Symbol]	[No Name]
79804	NBLA00301	Nbla00301
401258	RAB44	RAB44, member RAS oncogene family
84951	TNS4	tensin 4
29968	PSAT1	phosphoserine aminotransferase 1
79605	PGBD5	piggyBac transposable element derived 5
79805	VASH2	vasohibin 2
100132959	[No Symbol]	[No Name]
100129085	LOC100129085	selenoprotein K pseudogene
5396	PRRX1	paired related homeobox 1
144404	TMEM120B	transmembrane protein 120B
94015	TTYH2	tweety homolog 2 (Drosophila)
6323	SCN1A	sodium channel, voltage-gated, type I, alpha subunit
728191	[No Symbol]	[No Name]
55346	TCP11L1	t-complex 11 (mouse)-like 1
339896	GADL1	glutamate decarboxylase-like 1
27006	FGF22	fibroblast growth factor 22
11152	WDR45	WD repeat domain 45
100133088	[No Symbol]	[No Name]
26694	OR2U2P	olfactory receptor, family 2, subfamily U, member 2 pseudogene
221458	KIF6	kinesin family member 6
391123	VSIG8	V-set and immunoglobulin domain containing 8
727727	[No Symbol]	[No Name]
390323	OR6C75	olfactory receptor, family 6, subfamily C, member 75
402422	LOC402422	tubulin, beta 4 pseudogene
1027	CDKN1B	cyclin-dependent kinase inhibitor 1B (p27, Kip1)
11030	RBPMS	RNA binding protein with multiple splicing
10609	LEPREL4	leprecan-like 4
401934	RNF223	ring finger protein 223
128866	CHMP4B	chromatin modifying protein 4B
9706	ULK2	unc-51-like kinase 2 (C. elegans)
26115	TANC2	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2
5067	CNTN3	contactin 3 (plasmacytoma associated)
81352	OR7M1P	olfactory receptor, family 7, subfamily M, member 1 pseudogene
6007	RHD	Rh blood group, D antigen
54212	SNTG1	syntrophin, gamma 1
57575	PCDH10	protocadherin 10
6884	TAF13	TAF13 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 18kDa
55520	ELAC1	elaC homolog 1 (E. coli)
10798	OR5I1	olfactory receptor, family 5, subfamily I, member 1
6169	RPL38	ribosomal protein L38
85461	TANC1	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1
3756	KCNH1	potassium voltage-gated channel, subfamily H (eag-related), member 1
399909	PCNXL3	pecanex-like 3 (Drosophila)
2028	ENPEP	glutamyl aminopeptidase (aminopeptidase A)
652276	LOC652276	hypothetical LOC652276
100131223	LOC100131223	ADP-ribosylation factor-like 8B pseudogene
9663	LPIN2	lipin 2
2045	EPHA7	EPH receptor A7
729839	LOC729839	DTW domain containing 2 pseudogene
391383	LOC391383	WD repeat domain 4 pseudogene
201161	CENPV	centromere protein V
577	BAI3	brain-specific angiogenesis inhibitor 3
7920	ABHD16A	abhydrolase domain containing 16A
91653	BOC	Boc homolog (mouse)
58985	IL22RA1	interleukin 22 receptor, alpha 1
130576	LYPD6B	LY6/PLAUR domain containing 6B
3320	HSP90AA1	heat shock protein 90kDa alpha (cytosolic), class A member 1
23519	ANP32D	acidic (leucine-rich) nuclear phosphoprotein 32 family, member D
8832	CD84	CD84 molecule
55211	DPPA4	developmental pluripotency associated 4
83450	LRRC48	leucine rich repeat containing 48
121906	PSMA6P4	proteasome (prosome, macropain) subunit, alpha type, 6 pseudogene 4
728463	LOC728463	hypothetical protein LOC728463
146057	TTBK2	tau tubulin kinase 2
51058	ZNF691	zinc finger protein 691
124152	IQCK	IQ motif containing K
10345	TRDN	triadin
100128554	LOC100128554	hypothetical LOC100128554
10389	SCML2	sex comb on midleg-like 2 (Drosophila)
338773	TMEM119	transmembrane protein 119
340096	H3.X	histone cluster 2, H3d pseudogene
22925	PLA2R1	phospholipase A2 receptor 1, 180kDa
100133236	[No Symbol]	[No Name]
471	ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase
10586	MAB21L2	mab-21-like 2 (C. elegans)
80777	CYB5B	cytochrome b5 type B (outer mitochondrial membrane)
26687	OR4E1	olfactory receptor, family 4, subfamily E, member 1 (gene/pseudogene)
8826	IQGAP1	IQ motif containing GTPase activating protein 1
12	SERPINA3	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 3
23475	QPRT	quinolinate phosphoribosyltransferase
388533	KRTDAP	keratinocyte differentiation-associated protein
57119	SPINLW1	serine peptidase inhibitor-like, with Kunitz and WAP domains 1 (eppin)
1307	COL16A1	collagen, type XVI, alpha 1
727721	LOC727721	hypothetical LOC727721
7433	VIPR1	vasoactive intestinal peptide receptor 1
85456	TNKS1BP1	tankyrase 1 binding protein 1, 182kDa
1549	CYP2A7	cytochrome P450, family 2, subfamily A, polypeptide 7
57406	ABHD6	abhydrolase domain containing 6
100129767	LOC100129767	transmembrane protein 180-like
80176	SPSB1	splA/ryanodine receptor domain and SOCS box containing 1
641515	LOC641515	hypothetical LOC641515
644739	WASF4P	WAS protein family, member 4, pseudogene
9915	ARNT2	aryl-hydrocarbon receptor nuclear translocator 2
85349	KRT121P	keratin 121 pseudogene
83882	TSPAN10	tetraspanin 10
84439	HHIPL1	HHIP-like 1
9236	CCPG1	cell cycle progression 1
3617	IMPG1	interphotoreceptor matrix proteoglycan 1
339768	ESPNL	espin-like
122449	RPS29P1	ribosomal protein S29 pseudogene 1
9456	HOMER1	homer homolog 1 (Drosophila)
149111	CNIH3	cornichon homolog 3 (Drosophila)
344462	KRT18P39	keratin 18 pseudogene 39
54807	ZNF586	zinc finger protein 586
51673	TPPP3	tubulin polymerization-promoting protein family member 3
57053	CHRNA10	cholinergic receptor, nicotinic, alpha 10
285368	PRRT3	proline-rich transmembrane protein 3
