Entrez Gene ID	Gene Symbol	Gene Name
26122	EPC2	enhancer of polycomb homolog 2 (Drosophila)
728716	LOC728716	hypothetical LOC728716
57617	VPS18	vacuolar protein sorting 18 homolog (S. cerevisiae)
100131056	[No Symbol]	[No Name]
85403	EAF1	ELL associated factor 1
100131772	[No Symbol]	[No Name]
730124	[No Symbol]	[No Name]
10236	HNRNPR	heterogeneous nuclear ribonucleoprotein R
124975	GGT6	gamma-glutamyltransferase 6
399717	FLJ45983	hypothetical LOC399717
26088	GGA1	golgi-associated, gamma adaptin ear containing, ARF binding protein 1
219875	OR4D5	olfactory receptor, family 4, subfamily D, member 5
64924	SLC30A5	solute carrier family 30 (zinc transporter), member 5
85026	C9orf37	chromosome 9 open reading frame 37
100131990	LOC100131990	similar to hCG1660378
2257	FGF12	fibroblast growth factor 12
25924	MYRIP	myosin VIIA and Rab interacting protein
2100	ESR2	estrogen receptor 2 (ER beta)
391467	IMPDH1P7	IMP (inosine monophosphate) dehydrogenase 1 pseudogene 7
93986	FOXP2	forkhead box P2
388630	LOC388630	UPF0632 protein A
3757	KCNH2	potassium voltage-gated channel, subfamily H (eag-related), member 2
100127986	LOC100127986	cation channel, sperm associated 2 pseudogene
286187	LRRC67	leucine rich repeat containing 67
10743	RAI1	retinoic acid induced 1
200726	LOC200726	hCG1657980
100131157	[No Symbol]	[No Name]
391012	LOC391012	dynein, cytoplasmic, light polypeptide 1 pseudogene
79310	OR5H2	olfactory receptor, family 5, subfamily H, member 2
222236	NAPEPLD	N-acyl phosphatidylethanolamine phospholipase D
8801	SUCLG2	succinate-CoA ligase, GDP-forming, beta subunit
5520	PPP2R2A	protein phosphatase 2, regulatory subunit B, alpha
83943	IMMP2L	IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae)
272	AMPD3	adenosine monophosphate deaminase 3
100128576	[No Symbol]	[No Name]
90019	SYT8	synaptotagmin VIII
100130431	[No Symbol]	[No Name]
641516	KC6	keratoconus gene 6
80092	[No Symbol]	[No Name]
100132805	[No Symbol]	[No Name]
644753	[No Symbol]	[No Name]
100130578	[No Symbol]	[No Name]
26986	PABPC1	poly(A) binding protein, cytoplasmic 1
144124	OR10A5	olfactory receptor, family 10, subfamily A, member 5
400986	LOC400986	ankyrin repeat domain-containing protein 36C
100132242	LOC100132242	exosome component 8 pseudogene
391587	LOC391587	peptidyl-prolyl cis-trans isomerase A-like
4888	NPY6R	neuropeptide Y receptor Y6 (pseudogene)
6519	SLC3A1	solute carrier family 3 (cystine, dibasic and neutral amino acid transporters, activator of cystine, dibasic and neutral amino acid transport), member 1
730034	[No Symbol]	[No Name]
9980	DOPEY2	dopey family member 2
23654	PLXNB2	plexin B2
55729	ATF7IP	activating transcription factor 7 interacting protein
123207	C15orf40	chromosome 15 open reading frame 40
442664	[No Symbol]	[No Name]
200014	CC2D1B	coiled-coil and C2 domain containing 1B
8686	KRT41P	keratin 41 pseudogene
23576	DDAH1	dimethylarginine dimethylaminohydrolase 1
152579	SCFD2	sec1 family domain containing 2
221264	AKD1	adenylate kinase domain containing 1
100132121	ETF1P3	eukaryotic translation termination factor 1 pseudogene 3
326593	MORF4L1P3	mortality factor 4 like 1 pseudogene 3
221458	KIF6	kinesin family member 6
100126493	TRNAP-AGG	transfer RNA proline (anticodon AGG)
79036	C19orf50	chromosome 19 open reading frame 50
57626	KLHL1	kelch-like 1 (Drosophila)
84343	HPS3	Hermansky-Pudlak syndrome 3
100125393	LOC100125393	TIMELESS interacting protein pseudogene
987	LRBA	LPS-responsive vesicle trafficking, beach and anchor containing
654463	FER1L6	fer-1-like 6 (C. elegans)
163720	CYP4Z2P	cytochrome P450, family 4, subfamily Z, polypeptide 2 pseudogene
83697	SLC4A9	solute carrier family 4, sodium bicarbonate cotransporter, member 9
100128955	[No Symbol]	[No Name]
80835	TAS1R1	taste receptor, type 1, member 1
100130462	HNF4GP1	hepatocyte nuclear factor 4, gamma pseudogene 1
56942	C16orf61	chromosome 16 open reading frame 61
151126	ZNF385B	zinc finger protein 385B
1299	COL9A3	collagen, type IX, alpha 3
140545	RNF32	ring finger protein 32
8739	HRK	harakiri, BCL2 interacting protein (contains only BH3 domain)
140832	WFDC10A	WAP four-disulfide core domain 10A
167410	LIX1	Lix1 homolog (chicken)
100131774	LOC100131774	hypothetical LOC100131774
100126509	TRNAQ-UUG	transfer RNA glutamine (anticodon UUG)
100128570	[No Symbol]	[No Name]
7871	SLMAP	sarcolemma associated protein
1767	DNAH5	dynein, axonemal, heavy chain 5
100131089	LOC100131089	hypothetical LOC100131089
3859	KRT12	keratin 12
56204	KIAA1370	KIAA1370
1469	CST1	cystatin SN
140885	SIRPA	signal-regulatory protein alpha
23620	NTSR2	neurotensin receptor 2
54798	DCHS2	dachsous 2 (Drosophila)
1805	DPT	dermatopontin
4783	NFIL3	nuclear factor, interleukin 3 regulated
646808	LOC646808	L antigen family member 3-like
219970	GLYATL2	glycine-N-acyltransferase-like 2
442086	RPL10P7	ribosomal protein L10 pseudogene 7
339879	LOC339879	asparagine-linked glycosylation 1 homolog pseudogene
677781	SCARNA16	small Cajal body-specific RNA 16
347097	LOC347097	dermatan sulfate epimerase pseudogene
124245	ZC3H18	zinc finger CCCH-type containing 18
100127998	[No Symbol]	[No Name]
6992	PPP1R11	protein phosphatase 1, regulatory (inhibitor) subunit 11
8975	USP13	ubiquitin specific peptidase 13 (isopeptidase T-3)
222255	ATXN7L1	ataxin 7-like 1
10320	IKZF1	IKAROS family zinc finger 1 (Ikaros)
100130363	[No Symbol]	[No Name]
7472	WNT2	wingless-type MMTV integration site family member 2
23192	ATG4B	ATG4 autophagy related 4 homolog B (S. cerevisiae)
6690	SPINK1	serine peptidase inhibitor, Kazal type 1
79577	CDC73	cell division cycle 73, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)
8745	ADAM23	ADAM metallopeptidase domain 23
92689	FAM114A1	family with sequence similarity 114, member A1
79802	HHIPL2	HHIP-like 2
284688	LOC284688	hypothetical LOC284688
55769	ZNF83	zinc finger protein 83
1791	DNTT	deoxynucleotidyltransferase, terminal
619518	C1orf191	chromosome 1 open reading frame 191
6332	SCN7A	sodium channel, voltage-gated, type VII, alpha
7159	TP53BP2	tumor protein p53 binding protein, 2
55300	PI4K2B	phosphatidylinositol 4-kinase type 2 beta
83661	MS4A8B	membrane-spanning 4-domains, subfamily A, member 8B
83953	FCAMR	Fc receptor, IgA, IgM, high affinity
55252	ASXL2	additional sex combs like 2 (Drosophila)
3097	HIVEP2	human immunodeficiency virus type I enhancer binding protein 2
346711	MRPL49P2	mitochondrial ribosomal protein L49 pseudogene 2
5706	PSMC6	proteasome (prosome, macropain) 26S subunit, ATPase, 6
7373	COL14A1	collagen, type XIV, alpha 1
83989	FAM172A	family with sequence similarity 172, member A
283303	C11orf36	chromosome 11 open reading frame 36
100133124	LOC100133124	cytochrome c oxidase subunit 7B, mitochondrial-like
326343	MT1DP	metallothionein 1D, pseudogene
145757	LOC145757	hypothetical LOC145757
342909	ZNF284	zinc finger protein 284
369	ARAF	v-raf murine sarcoma 3611 viral oncogene homolog
27190	IL17B	interleukin 17B
389337	ARHGEF37	Rho guanine nucleotide exchange factor (GEF) 37
2570	GABRR2	gamma-aminobutyric acid (GABA) receptor, rho 2
79740	ZBBX	zinc finger, B-box domain containing
56171	DNAH7	dynein, axonemal, heavy chain 7
5322	PLA2G5	phospholipase A2, group V
10671	DCTN6	dynactin 6
4188	MDFI	MyoD family inhibitor
112724	RDH13	retinol dehydrogenase 13 (all-trans/9-cis)
100129335	[No Symbol]	[No Name]
656	BMP8B	bone morphogenetic protein 8b
5095	PCCA	propionyl CoA carboxylase, alpha polypeptide
9427	ECEL1	endothelin converting enzyme-like 1
126006	PCP2	Purkinje cell protein 2
100133180	DDX3YP1	DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, Y-linked pseudogene 1
159963	SLC5A12	solute carrier family 5 (sodium/glucose cotransporter), member 12
2492	FSHR	follicle stimulating hormone receptor
51088	KLHL5	kelch-like 5 (Drosophila)
8525	DGKZ	diacylglycerol kinase, zeta
10609	LEPREL4	leprecan-like 4
6811	STX5	syntaxin 5
7161	TP73	tumor protein p73
3620	IDO1	indoleamine 2,3-dioxygenase 1
57212	TP73-AS1	TP73 antisense RNA 1 (non-protein coding)
440675	NBPF12	neuroblastoma breakpoint family, member 12
11185	INMT	indolethylamine N-methyltransferase
343508	LOC343508	aconitate hydratase, mitochondrial-like
10232	MSLN	mesothelin
6368	CCL23	chemokine (C-C motif) ligand 23
55634	ZNF673	zinc finger family member 673
10815	CPLX1	complexin 1
729591	[No Symbol]	[No Name]
642574	LOC642574	IQ motif and ankyrin repeat domain-containing protein LOC642574
153571	C5orf38	chromosome 5 open reading frame 38
343505	NBPF7	neuroblastoma breakpoint family, member 7
4922	NTS	neurotensin
10533	ATG7	ATG7 autophagy related 7 homolog (S. cerevisiae)
89869	PLCZ1	phospholipase C, zeta 1
132205	[No Symbol]	[No Name]
100131039	[No Symbol]	[No Name]
645626	LOC645626	coiled-coil domain containing 29-like
54845	ESRP1	epithelial splicing regulatory protein 1
29964	PRICKLE4	prickle homolog 4 (Drosophila)
54467	ANKIB1	ankyrin repeat and IBR domain containing 1
146279	TEKT5	tektin 5
1611	DAP	death-associated protein
642319	LOC642319	transgelin 2 pseudogene
6786	STIM1	stromal interaction molecule 1
338699	ANKRD42	ankyrin repeat domain 42
1797	DOM3Z	dom-3 homolog Z (C. elegans)
5005	ORM2	orosomucoid 2
100129149	LOC100129149	hypothetical protein LOC100129149
59340	HRH4	histamine receptor H4
81579	PLA2G12A	phospholipase A2, group XIIA
202865	C7orf33	chromosome 7 open reading frame 33
100132448	[No Symbol]	[No Name]
391807	[No Symbol]	[No Name]
441869	LOC441869	hypothetical protein LOC441869
2158	F9	coagulation factor IX
442058	LOC442058	replication protein A 14 kDa subunit-like
139231	FAM199X	family with sequence similarity 199, X-linked
3467	IFNW1	interferon, omega 1
79845	RNF122	ring finger protein 122
100129381	LOC100129381	ribosomal protein S7 pseudogene
767598	SNORD114-20	small nucleolar RNA, C/D box 114-20
390079	OR52E8	olfactory receptor, family 52, subfamily E, member 8
6578	SLCO2A1	solute carrier organic anion transporter family, member 2A1
728763	LOC728763	rootletin-like
153222	C5orf41	chromosome 5 open reading frame 41
3748	KCNC3	potassium voltage-gated channel, Shaw-related subfamily, member 3
22925	PLA2R1	phospholipase A2 receptor 1, 180kDa
389174	[No Symbol]	[No Name]
728815	LOC728815	cytokine receptor-like factor 3 pseudogene
374907	B3GNT8	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8
390211	KRT8P26	keratin 8 pseudogene 26
57403	RAB22A	RAB22A, member RAS oncogene family
78989	COLEC11	collectin sub-family member 11
10071	MUC12	mucin 12, cell surface associated
282890	ZNF311	zinc finger protein 311
200576	PIKFYVE	phosphoinositide kinase, FYVE finger containing
838	CASP5	caspase 5, apoptosis-related cysteine peptidase
2897	GRIK1	glutamate receptor, ionotropic, kainate 1
100128966	LOC100128966	similar to hCG2045131
79490	OR10G6	olfactory receptor, family 10, subfamily G, member 6
119678	OR52E2	olfactory receptor, family 52, subfamily E, member 2
54947	LPCAT2	lysophosphatidylcholine acyltransferase 2
143241	DYDC1	DPY30 domain containing 1
100130816	[No Symbol]	[No Name]
100128660	[No Symbol]	[No Name]
3663	IRF5	interferon regulatory factor 5
644042	SLC25A5P6	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5 pseudogene 6
389369	[No Symbol]	[No Name]
89782	LMLN	leishmanolysin-like (metallopeptidase M8 family)
6092	ROBO2	roundabout, axon guidance receptor, homolog 2 (Drosophila)
388555	IGFL3	IGF-like family member 3
134147	CMBL	carboxymethylenebutenolidase homolog (Pseudomonas)
113540	CMTM1	CKLF-like MARVEL transmembrane domain containing 1
140101	RBMY2MP	RNA binding motif protein, Y-linked, family 2, member M pseudogene
57369	GJD2	gap junction protein, delta 2, 36kDa
1048	CEACAM5	carcinoembryonic antigen-related cell adhesion molecule 5
50674	NEUROG3	neurogenin 3
56062	KLHL4	kelch-like 4 (Drosophila)
84866	TMEM25	transmembrane protein 25
157530	ST13P6	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 6
84458	LCOR	ligand dependent nuclear receptor corepressor
652423	LOC652423	nucleophosmin (nucleolar phosphoprotein B23, numatrin) pseudogene
3834	KIF25	kinesin family member 25
5349	FXYD3	FXYD domain containing ion transport regulator 3
260293	CYP4X1	cytochrome P450, family 4, subfamily X, polypeptide 1
9378	NRXN1	neurexin 1
10261	IGSF6	immunoglobulin superfamily, member 6
3235	HOXD9	homeobox D9
79804	NBLA00301	Nbla00301
10716	TBR1	T-box, brain, 1
342510	CD300E	CD300e molecule
342527	SMTNL2	smoothelin-like 2
254950	KRTAP15-1	keratin associated protein 15-1
3567	IL5	interleukin 5 (colony-stimulating factor, eosinophil)
7414	VCL	vinculin
10282	BET1	blocked early in transport 1 homolog (S. cerevisiae)
23633	KPNA6	karyopherin alpha 6 (importin alpha 7)
7837	PXDN	peroxidasin homolog (Drosophila)
7752	ZNF200	zinc finger protein 200
123876	ACSM2A	acyl-CoA synthetase medium-chain family member 2A
55785	FGD6	FYVE, RhoGEF and PH domain containing 6
55225	RAVER2	ribonucleoprotein, PTB-binding 2
80086	TUBA4B	tubulin, alpha 4b (pseudogene)
100128161	[No Symbol]	[No Name]
359748	MRPL49P1	mitochondrial ribosomal protein L49 pseudogene 1
1080	CFTR	cystic fibrosis transmembrane conductance regulator (ATP-binding cassette sub-family C, member 7)
100133236	[No Symbol]	[No Name]
54795	TRPM4	transient receptor potential cation channel, subfamily M, member 4
100128790	LOC100128790	lysophospholipase II pseudogene
6326	SCN2A	sodium channel, voltage-gated, type II, alpha subunit
400058	MKRN9P	makorin ring finger protein 9, pseudogene
391578	LOC391578	MAF1 homolog (S. cerevisiae) pseudogene
116285	ACSM1	acyl-CoA synthetase medium-chain family member 1
956	ENTPD3	ectonucleoside triphosphate diphosphohydrolase 3
8226	HDHD1	haloacid dehalogenase-like hydrolase domain containing 1
780776	FAM18A	family with sequence similarity 18, member A
10060	ABCC9	ATP-binding cassette, sub-family C (CFTR/MRP), member 9
137682	C8orf38	chromosome 8 open reading frame 38
10846	PDE10A	phosphodiesterase 10A
8464	SUPT3H	suppressor of Ty 3 homolog (S. cerevisiae)
400793	C1orf226	chromosome 1 open reading frame 226
828	CAPS	calcyphosine
4690	NCK1	NCK adaptor protein 1
8324	FZD7	frizzled family receptor 7
642968	FAM163B	family with sequence similarity 163, member B
10331	B3GNT3	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3
168417	ZNF679	zinc finger protein 679
7982	ST7	suppression of tumorigenicity 7
1089	CEACAM4	carcinoembryonic antigen-related cell adhesion molecule 4
54540	FAM193B	family with sequence similarity 193, member B
5122	PCSK1	proprotein convertase subtilisin/kexin type 1
100130226	[No Symbol]	[No Name]
1780	DYNC1I1	dynein, cytoplasmic 1, intermediate chain 1
574016	CLLU1OS	chronic lymphocytic leukemia up-regulated 1 opposite strand
390637	C15orf58	chromosome 15 open reading frame 58
7941	PLA2G7	phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma)
10492	SYNCRIP	synaptotagmin binding, cytoplasmic RNA interacting protein
151825	KRT18P43	keratin 18 pseudogene 43
1303	COL12A1	collagen, type XII, alpha 1
10048	RANBP9	RAN binding protein 9
9991	ROD1	ROD1 regulator of differentiation 1 (S. pombe)
27123	DKK2	dickkopf homolog 2 (Xenopus laevis)
83957	FKSG43	FERM domain-containing protein 8 pseudogene
139378	GPR112	G protein-coupled receptor 112
89953	KLC4	kinesin light chain 4
10840	ALDH1L1	aldehyde dehydrogenase 1 family, member L1
26514	RPL34P1	ribosomal protein L34 pseudogene 1
1003	CDH5	cadherin 5, type 2 (vascular endothelium)
133308	NHEDC2	Na+/H+ exchanger domain containing 2
644232	[No Symbol]	[No Name]
402226	CCT5P1	chaperonin containing TCP1, subunit 5 (epsilon) pseudogene 1
391081	HSD3BP5	hydroxy-delta-5-steroid dehydrogenase, 3 beta, pseudogene 5
1363	CPE	carboxypeptidase E
7310	ZRSR1	zinc finger (CCCH type), RNA-binding motif and serine/arginine rich 1
100128916	[No Symbol]	[No Name]
6738	TROVE2	TROVE domain family, member 2
117155	CATSPER2	cation channel, sperm associated 2
55034	MOCOS	molybdenum cofactor sulfurase
728098	LOC728098	mitogen-activated protein kinase 1 interacting protein 1-like pseudogene
100131512	[No Symbol]	[No Name]
131920	TMEM207	transmembrane protein 207
100130557	LOC100130557	hypothetical LOC100130557
6277	S100A6	S100 calcium binding protein A6
100129520	LOC100129520	testis expressed sequence 13-like
728661	SLC35E2B	solute carrier family 35, member E2B
5786	PTPRA	protein tyrosine phosphatase, receptor type, A
100129212	[No Symbol]	[No Name]
22992	KDM2A	lysine (K)-specific demethylase 2A
10249	GLYAT	glycine-N-acyltransferase
139952	LOC139952	LIM domain kinase 2 pseudogene
6445	SGCG	sarcoglycan, gamma (35kDa dystrophin-associated glycoprotein)
54606	DDX56	DEAD (Asp-Glu-Ala-Asp) box polypeptide 56
7059	THBS3	thrombospondin 3
3683	ITGAL	integrin, alpha L (antigen CD11A (p180), lymphocyte function-associated antigen 1; alpha polypeptide)
146760	RTN4RL1	reticulon 4 receptor-like 1
26355	FAM162A	family with sequence similarity 162, member A
60592	SCOC	short coiled-coil protein
3706	ITPKA	inositol-trisphosphate 3-kinase A
100133307	CYP1D1	cytochrome P450, family 1, subfamily D pseudogene
23022	PALLD	palladin, cytoskeletal associated protein
100129848	[No Symbol]	[No Name]
100131060	LOC100131060	hypothetical LOC100131060
647001	GAPDHP35	glyceraldehyde 3 phosphate dehydrogenase pseudogene 35
125113	KRT222	keratin 222
10516	FBLN5	fibulin 5
100129730	[No Symbol]	[No Name]
3973	LHCGR	luteinizing hormone/choriogonadotropin receptor
127247	ASB17	ankyrin repeat and SOCS box containing 17
645301	[No Symbol]	[No Name]
340485	ACER2	alkaline ceramidase 2
730110	LOC730110	zinc finger protein 492 pseudogene
729085	FAM198A	family with sequence similarity 198, member A
80210	ARMC9	armadillo repeat containing 9
339761	CYP27C1	cytochrome P450, family 27, subfamily C, polypeptide 1
200150	PLD5	phospholipase D family, member 5
23554	TSPAN12	tetraspanin 12
337967	KRTAP6-2	keratin associated protein 6-2
652276	LOC652276	hypothetical LOC652276
79706	PRKRIP1	PRKR interacting protein 1 (IL11 inducible)
23581	CASP14	caspase 14, apoptosis-related cysteine peptidase
391844	[No Symbol]	[No Name]
56999	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif, 9
100130288	[No Symbol]	[No Name]
57216	VANGL2	vang-like 2 (van gogh, Drosophila)
160762	CCDC63	coiled-coil domain containing 63
22899	ARHGEF15	Rho guanine nucleotide exchange factor (GEF) 15
2186	BPTF	bromodomain PHD finger transcription factor
3326	HSP90AB1	heat shock protein 90kDa alpha (cytosolic), class B member 1
